cctid,show_id,show,date,segment,episode,description_ja,name_ja,metadata
gakinotsukai_19910409_77_0,gakinotsukai,Gaki no Tsukai,1991-04-09,0,77,,じぃちゃんばぁちゃんジェスチャー大作戦!!,"{""opening_jp"":""セットが代わった→うちの番組のスポンサー→スポンサーは商売してる商品楽屋に持ってこい→[ハガキ]山手線の駅のトイレ掃除をしてください→松っちゃんは喧嘩が強いと言っていますが小学生相手なら何人までなら勝てますか？→松っちゃんは浜ちゃんのように映画やドラマに出演しないのですか？浜ちゃんは松っちゃんの演技力はどのくらいの物か知っていますか？""}"
gakinotsukai_19910416_78_0,gakinotsukai,Gaki no Tsukai,1991-04-16,0,78,,第２回1000人企画!!,"{""opening_jp"":""照明さんを誤って転ばした→温かい部分を出していかないと→[ハガキ]ダウンタウンの二人は二人で遅刻してくるやつでろくなもんじゃないという話を聞きましたが本当ですか→私はチームゼロの山崎さんが大好きです。少しでも山崎さんをテレビに出してください""}"
gakinotsukai_19910423_79_0,gakinotsukai,Gaki no Tsukai,1991-04-23,0,79,,山崎家お宅訪問!!,"{""opening_jp"":""睡魔が襲ってきた→頭がクラッシュしてるファンに会った→[ハガキ]松っちゃんは左利きらしいですが左利きの人は右利きの人より寿命が10年短いことを知っていましたか？→浜田さんは凄い学校行ってたんですね、そのときの話をしてください""}"
gakinotsukai_19910430_80_0,gakinotsukai,Gaki no Tsukai,1991-04-30,0,80,,世界新記録に挑戦!!,"{""opening_jp"":""今日ははやく帰らないといけない→選挙のポスター→ドッチボール大会の罰ゲーム""}"
gakinotsukai_19910507_81_0,gakinotsukai,Gaki no Tsukai,1991-05-07,0,81,,F1グランプリin東京!!,"{""opening_jp"":""松本が16の女のやばいやつに誘われた→松本の親""}"
gakinotsukai_19910514_82_0,gakinotsukai,Gaki no Tsukai,1991-05-14,0,82,,ドッヂボール大会前哨戦!!,"{""opening_jp"":""ゴールデンウィークはムカつく""}"
gakinotsukai_19910521_83_0,gakinotsukai,Gaki no Tsukai,1991-05-21,0,83,,心頭滅却すれば火もまた涼し大作戦!!,"{""opening_jp"":""何を喋ろう→適当なこと喋れツッコむから""}"
gakinotsukai_19910528_84_0,gakinotsukai,Gaki no Tsukai,1991-05-28,0,84,,1000人企画・500vs500ドッヂボール大会!,"{""opening_jp"":""今日から男を磨く→眉毛""}"
gakinotsukai_19910604_85_0,gakinotsukai,Gaki no Tsukai,1991-06-04,0,85,,罰ゲーム・ハゲづらでジェットコースター,"{""opening_jp"":""[ハガキ]二人は恥ずかしい思いをしたことがありますか？""}"
gakinotsukai_19910611_86_0,gakinotsukai,Gaki no Tsukai,1991-06-11,0,86,,テレクラ大作戦!!（高須どっきり）,"{""opening_jp"":""ゴルフ話→野球→人間は猿になる前は魚だった→エンジェルはいつでも羽根を出して飛べる→今日のオープニングの高須の汚さ""}"
gakinotsukai_19910618_87_0,gakinotsukai,Gaki no Tsukai,1991-06-18,0,87,,エースを狙え!!,"{""opening_jp"":""最近前説が多すぎ3組ぐらいいる→季節で夏が一番嫌体がだるいから→クーラーから変なにおいがたまにする""}"
gakinotsukai_19910625_88_0,gakinotsukai,Gaki no Tsukai,1991-06-25,0,88,,第２回山崎家お宅訪問・ドッキリカメラ,"{""opening_jp"":""君たちの手の届かないスターになった""}"
gakinotsukai_19910702_89_0,gakinotsukai,Gaki no Tsukai,1991-07-02,0,89,,どっちのファンなのでしょう!!,"{""opening_jp"":""体がだるい→間寛平→ジミー大西→ノストラダムス→今西暦何年？→[ハガキ]先日魔がさして欽ちゃん走るを見てしまったんです。番組で欽ちゃん走りが得意な人を募集していたので浜田さん出てください""}"
gakinotsukai_19910709_90_0,gakinotsukai,Gaki no Tsukai,1991-07-09,0,90,,めざせ浜ちゃんの欽ちゃん走り猛特訓!!,"{""opening_jp"":""子供がうるさい→休みたい→[ハガキ]私の家の近くに浜田という家と松本という家があり、二軒とも73歳のお爺さんがいます。""}"
gakinotsukai_19910716_91_0,gakinotsukai,Gaki no Tsukai,1991-07-16,0,91,,浜ちゃん走るッ,"{""opening_jp"":""リーダー→俺が誘わなかったら印刷に就職してた→衣装の女の子にハゲ→今やったら誰の弟子につきたい？→[ハガキ]私は浜ちゃん松ちゃんの大ファンです。私を二人の師匠にしてください→浜ちゃんは最近自動車教習所に通い始めたらしいですが松ちゃんが浜ちゃんの教官になってしごき倒すというのはどうですか""}"
gakinotsukai_19910723_92_0,gakinotsukai,Gaki no Tsukai,1991-07-23,0,92,,めざせ松本・ハンターへの道!!,"{""opening_jp"":""[ハガキ]芸能人も有名人が夢にでてきたことはあるのですか？""}"
gakinotsukai_19910730_93_0,gakinotsukai,Gaki no Tsukai,1991-07-30,0,93,,どっちがもてる男やねん!!,"{""opening_jp"":""[ハガキ]フロムAの深夜の好きな番組でカノッサが1位、ガキの使いが2位でカノッサは終わってしまったのでガキの使いが実質1位だと思うのですがどうですか？""}"
gakinotsukai_19910806_94_0,gakinotsukai,Gaki no Tsukai,1991-08-06,0,94,,天狗になっているパーマン２号をこらしめよう!,"{""opening_jp"":""昨日から余り寝てない→暑い""}"
gakinotsukai_19910820_95_0,gakinotsukai,Gaki no Tsukai,1991-08-20,0,95,,ご存知！すり鉢与兵衛,"{""opening_jp"":""要らん噂話を流すやつが多い""}"
gakinotsukai_19910827_96_0,gakinotsukai,Gaki no Tsukai,1991-08-27,0,96,,あつあつガマン大会!!,"{""opening_jp"":""浜田の服装""}"
gakinotsukai_19910903_97_0,gakinotsukai,Gaki no Tsukai,1991-09-03,0,97,,100回記念は何をやりましょう!!,"{""opening_jp"":""[ハガキ]水前寺清子のことをなぜチーターというか""}"
gakinotsukai_19910910_98_0,gakinotsukai,Gaki no Tsukai,1991-09-10,0,98,,秋だ味覚だ！早喰い大喰い大会!!,"{""opening_jp"":""衣装チェンジ""}"
gakinotsukai_19910917_99_0,gakinotsukai,Gaki no Tsukai,1991-09-17,0,99,,パーマン２号・パネルプレゼント!!,"{""opening_jp"":""わきがの運転手→和田アキ子に捕まる""}"
gakinotsukai_19910924_100_0,gakinotsukai,Gaki no Tsukai,1991-09-24,0,100,,100回記念・生放送スペシャル!!,"{""opening_jp"":""祝ゴールデン進出決定""}"
gakinotsukai_19911020_101_0,gakinotsukai,Gaki no Tsukai,1991-10-20,0,101,,商店街まるごと間違い探し!!,"{""opening_jp"":""へをこくこと→うんこでとぐろが巻けるか→特技""}"
gakinotsukai_19911027_102_0,gakinotsukai,Gaki no Tsukai,1991-10-27,0,102,,決死の山くずし大作戦!!,"{""opening_jp"":""マンションの住人には気付かれたくない""}"
gakinotsukai_19911103_103_0,gakinotsukai,Gaki no Tsukai,1991-11-03,0,103,,泣ぐ子はいねーがぁー大作戦!!,"{""opening_jp"":""切った盲腸はどうする→散発した髪はどうしてる→鼻はなぜここにあるか→人間ドッグ→CTスキャン→彼女は何人いる？→嫁以外に彼女は何人いる？""}"
gakinotsukai_19911110_104_0,gakinotsukai,Gaki no Tsukai,1991-11-10,0,104,,第２回輝けヅラクイズグランプリ!!,"{""opening_jp"":""ヒゲぐらいそってこい""}"
gakinotsukai_19911117_105_0,gakinotsukai,Gaki no Tsukai,1991-11-17,0,105,,第２回じっちゃんばっちゃんかくれんぼ！,"{""opening_jp"":""オカマバー行ったことある？→外人の露天商が最近多い→電話ショッピング→オゾン層の破壊→死ぬときはパンツ代えとけよ→[ハガキ]最近気付いたのですが貧乏人は足が速いというのは本当ですか？""}"
gakinotsukai_19911124_106_0,gakinotsukai,Gaki no Tsukai,1991-11-24,0,106,,コーディネイト大作戦!!,"{""opening_jp"":""スケジュールキツいのにようあんなしょうもないドラマやってるな→子供の頃は警官になりたかった→パッチじゃなくてこっちはももひきと言うらしい""}"
gakinotsukai_19911201_107_0,gakinotsukai,Gaki no Tsukai,1991-12-01,0,107,,世界一決定戦・どっちが強いでしょう!!,"{""opening_jp"":""今度人間に生まれ変わるかどうかは分からない→ごっつい不細工な人間と、ごっつい男前なヤギならどっちが良いか？→人間の体は結構単純→なぜゴルフが嫌いか、あいうえお作文で説明する→一番儲かるスポーツは何か？→[ハガキ]お弁当に妙なものを入れられた経験はありますか？→松ちゃんに質問です。てんてこ舞いというのは、どういう踊りなんですか？""}"
gakinotsukai_19911208_108_0,gakinotsukai,Gaki no Tsukai,1991-12-08,0,108,,大喜利大合戦!!,"{""opening_jp"":""暴走族の頭をやっていたころが懐かしい→３０人に囲まれた松本→エスカレーターでメンチの切り合い→[ハガキ]家族の中で一番目立つ人は誰ですか？→家の中で落ち着く場所はどこですか？→ダウンタウンのお二人は、どうして長い間友達でいられるのですか？""}"
gakinotsukai_19911215_109_0,gakinotsukai,Gaki no Tsukai,1991-12-15,0,109,,祝・松ちゃん倒れちゃったよ企画（総集編）,"{""opening_jp"":""なし""}"
gakinotsukai_19911222_110_0,gakinotsukai,Gaki no Tsukai,1991-12-22,0,110,,飲んでサクサクいってみよー！,"{""opening_jp"":""松本の服装→新宿の信号のとこでたまたま止まったら喧嘩してた""}"
gakinotsukai_19911229_111_0,gakinotsukai,Gaki no Tsukai,1991-12-29,0,111,,第２回バツゲーム対決・紅白どっちが勝つんやねん,"{""opening_jp"":""スタジオでやるの初めて→ちょいちょい舐められる→コンビニで女の子にやられたこと""}"
gakinotsukai_19920105_112_0,gakinotsukai,Gaki no Tsukai,1992-01-05,0,112,,松本人志「人間大砲」に挑戦！,"{""opening_jp"":""１日１善を心がけよう→今年大学受験しようか？→松本は常識人間であることを皆に教えたい→松本は楽屋で挨拶をしない→自分の子供が標準語なのはいやだ→だんだん大阪弁と標準語の間ぐらいの言葉になっていく→松本は東京顔、浜田はタイ顔→[ハガキ]カブト虫は何のためにあんな固い殻を被って生きているのでしょうか？→何で黄レンジャーなどの一見ダサそうなヒーローは、訛りがあるのですか？""}"
gakinotsukai_19920112_113_0,gakinotsukai,Gaki no Tsukai,1992-01-12,0,113,,どついてどついて何やねん！,"{""opening_jp"":""罰ゲーム→隣人のところへ来た借金取り→勝手に通信販売を申し込むファン[ハガキ]母に「勝手にしなさい！」と怒られて勝手にしていたら、また怒られた→よく男性が「もんもんする」と言うがどういう状態なのか→暴走族の人達はなぜよく漢字を知っているのですか？→小さい頃の話""}"
gakinotsukai_19920119_114_0,gakinotsukai,Gaki no Tsukai,1992-01-19,0,114,,松ちゃんカラーバーでTVジャック!!,"{""opening_jp"":""気付かれたくないやつらに気付かれる→教習所の試験→[ハガキ]お二人の弱点は何ですか？→おできが100個できるのとヒデキが1個できるのどちらを選べと言われたらどちらを選びますか？""}"
gakinotsukai_19920126_115_0,gakinotsukai,Gaki no Tsukai,1992-01-26,0,115,,第２弾！松本人志「大脱出」に挑戦！,"{""opening_jp"":""不眠症→常に脳をフル回転させている→考え事→身体のおかしな部分→身体の不調→浜田が車に轢かれたことがある→ネッシーが見つかったらしい→猫娘を見たことがある→ダウンタウンは生意気？［ハガキ］今どんな車に乗っているのか、また車を改造できるとしたらどうするか""}"
gakinotsukai_19920202_116_0,gakinotsukai,Gaki no Tsukai,1992-02-02,0,116,,人間もぐらたたきゲーム！,"{""opening_jp"":""浜田が免許合格した→浜田は事故ったことがない→車で事故ったときの話し［ハガキ］黒柳徹子の頭には何が詰まっているのか→二人は記憶が無くなるほど呑んだことはあるか→日テレの副社長に浜田が名前を間違えられる→家にあるキッツイものを見つけたので、ご意見ご感想ください→マリオネット""}"
